taxid,name,rank,lineage_name,lineage_id
1393924,Sepioteuthis cf. lessoniana VN150,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN150,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393924
1393925,Sepioteuthis cf. lessoniana VN151,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN151,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393925
1405367,Helicocranchia sp. BOLD:ABU6300,species,Teuthida//Oegopsina//Cranchiidae//Helicocranchia//Helicocranchia sp. BOLD:ABU6300,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//78432//1405367
1405368,Teuthowenia sp. BOLD:AAW6797,species,Teuthida//Oegopsina//Cranchiidae//Teuthowenia//Teuthowenia sp. BOLD:AAW6797,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279101//1405368
1405369,unclassified Cranchiidae,no rank,Teuthida//Oegopsina//Cranchiidae//unclassified Cranchiidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1405369
1405370,Cranchiidae sp. BOLD:ABA4569,species,Teuthida//Oegopsina//Cranchiidae//unclassified Cranchiidae//Cranchiidae sp. BOLD:ABA4569,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1405369//1405370
1423690,Lolliguncula panamensis,species,Teuthida//Myopsina//Loliginidae//Lolliguncula//Lolliguncula panamensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//78434//1423690
1423825,Heterololigo,genus,Teuthida//Myopsina//Loliginidae//Heterololigo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1423825
1423826,Heterololigo bleekeri,species,Teuthida//Myopsina//Loliginidae//Heterololigo//Heterololigo bleekeri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1423825//1423826
1457169,Walvisteuthis,genus,Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169
1457170,Walvisteuthis sp. MV-2014,species,Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis sp. MV-2014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//1457170
1458413,Galiteuthis sp. Gali3,species,Teuthida//Oegopsina//Cranchiidae//Galiteuthis//Galiteuthis sp. Gali3,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279097//1458413
1458414,Galiteuthis sp. Gali6,species,Teuthida//Oegopsina//Cranchiidae//Galiteuthis//Galiteuthis sp. Gali6,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279097//1458414
1458415,Galiteuthis sp. T0IT,species,Teuthida//Oegopsina//Cranchiidae//Galiteuthis//Galiteuthis sp. T0IT,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//279097//1458415
1479259,Teuthida sp. BOLD:ACJ3715,species,Teuthida//unclassified Teuthida//Teuthida sp. BOLD:ACJ3715,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//725814//1479259
1573951,Walvisteuthis jeremiahi,species,Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis jeremiahi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//1573951
1582096,Octopoteuthis deletron,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis deletron,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//1582096
1608262,Alloteuthis sp. BOLD:AAB2767,species,Teuthida//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. BOLD:AAB2767,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1608262
1608263,Alloteuthis sp. BNEAC089-13,species,Teuthida//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. BNEAC089-13,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1608263
1672221,Mastigoteuthis cf. dentata BOLD:ACO6617,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis cf. dentata BOLD:ACO6617,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1672221
1676463,Alloteuthis sp. KG-2015,species,Teuthida//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. KG-2015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1676463
1678804,Loliolus sp. 1 GS-2015,species,Teuthida//Myopsina//Loliginidae//Loliolus//Loliolus sp. 1 GS-2015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1678804
1703752,Okutania,genus,Teuthida//Oegopsina//Gonatidae//Okutania,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//1703752
1703753,Okutania anonycha,species,Teuthida//Oegopsina//Gonatidae//Okutania//Okutania anonycha,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//1703752//1703753
1703756,Gonatopsis makko,species,Teuthida//Oegopsina//Gonatidae//Gonatopsis//Gonatopsis makko,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61710//93048//1703756
1792599,Loliolus sumatrensis,species,Teuthida//Myopsina//Loliginidae//Loliolus//Loliolus sumatrensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1792599
1844018,Teuthida sp. AS-2016,species,Teuthida//unclassified Teuthida//Teuthida sp. AS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//725814//1844018
1855180,Sepioteuthis sp. 2-shiroika,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis sp. 2-shiroika,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1855180
1855181,Sepioteuthis sp. 1-akaika,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis sp. 1-akaika,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1855181
1884236,Sthenoteuthis sp. 1 SS-2016,species,Teuthida//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 1 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884236
1884237,Sthenoteuthis sp. 2 SS-2016,species,Teuthida//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 2 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884237
1884238,Sthenoteuthis sp. 3 SS-2016,species,Teuthida//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 3 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884238
1884239,Sthenoteuthis sp. 4 SS-2016,species,Teuthida//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 4 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884239
1885036,Sepioteuthis cf. lessoniana PBSQ2,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PBSQ2,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1885036
1977381,Chiroteuthis picteti,species,Teuthida//Oegopsina//Chiroteuthidae//Chiroteuthis//Chiroteuthis picteti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//61695//1977381
1977382,Mastigotragus,genus,Teuthida//Oegopsina//Mastigoteuthidae//Mastigotragus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977382
1977383,Magnoteuthis,genus,Teuthida//Oegopsina//Mastigoteuthidae//Magnoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383
1977384,Mastigotragus pyrodes,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigotragus//Mastigotragus pyrodes,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977382//1977384
1977385,Magnoteuthis microlucens,species,Teuthida//Oegopsina//Mastigoteuthidae//Magnoteuthis//Magnoteuthis microlucens,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383//1977385
1977386,Chiroteuthis sp. NSMT260,species,Teuthida//Oegopsina//Chiroteuthidae//Chiroteuthis//Chiroteuthis sp. NSMT260,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//61695//1977386
1977387,Magnoteuthis cf. magna NSMT147,species,Teuthida//Oegopsina//Mastigoteuthidae//Magnoteuthis//Magnoteuthis cf. magna NSMT147,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383//1977387
1977388,Planctoteuthis cf. danae FMNH278103,species,Teuthida//Oegopsina//Chiroteuthidae//Planctoteuthis//Planctoteuthis cf. danae FMNH278103,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//78438//1977388
1977389,Idioteuthis sp. NIWA 71437,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. NIWA 71437,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1977389
1977390,Idioteuthis sp. NSMT249,species,Teuthida//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. NSMT249,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1977390
1986002,Loliolus sp. Ba01,species,Teuthida//Myopsina//Loliginidae//Loliolus//Loliolus sp. Ba01,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1986002
1986003,Loliolus sp. Ba02,species,Teuthida//Myopsina//Loliginidae//Loliolus//Loliolus sp. Ba02,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1986003
1986004,Uroteuthis sp. Ba03,species,Teuthida//Myopsina//Loliginidae//Uroteuthis//Uroteuthis sp. Ba03,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55719//1986004
1986286,environmental samples,no rank,Teuthida//Oegopsina//Architeuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286
1986287,Architeuthidae environmental sample cf. Architeuthis sp.,subspecies,Teuthida//Oegopsina//Architeuthidae//environmental samples//Architeuthidae environmental sample cf. Architeuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286//1986287
1986288,Architeuthidae environmental sample cf. Architeuthis dux,species,Teuthida//Oegopsina//Architeuthidae//environmental samples//Architeuthidae environmental sample cf. Architeuthis dux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286//1986288
1986364,environmental samples,no rank,Teuthida//Oegopsina//Chiroteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364
1986366,Chiroteuthidae environmental sample,species,Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986366
1986371,Cranchiidae environmental sample,species,Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986371
1986372,environmental samples,no rank,Teuthida//Oegopsina//Cranchiidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372
1986373,environmental samples,no rank,Teuthida//Oegopsina//Cycloteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373
1986374,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,species,Teuthida//Oegopsina//Cycloteuthidae//environmental samples//Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373//1986374
1986376,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,species,Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986376
1986377,Cranchiidae environmental sample cf. Helicocranchia pfefferi,species,Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample cf. Helicocranchia pfefferi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986377
1986382,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382
1986383,environmental samples,no rank,Teuthida//Oegopsina//Mastigoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383
1986384,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384
1986385,Mastigoteuthidae environmental sample cf. Idioteuthis magna,species,Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986385
1986386,environmental samples,no rank,Teuthida//Oegopsina//Joubiniteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386
1986388,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,species,Teuthida//Oegopsina//Joubiniteuthidae//environmental samples//Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386//1986388
1986389,Cranchiidae environmental sample cf. Leachia sp.,species,Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample cf. Leachia sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986389
1986390,environmental samples,no rank,Teuthida//Oegopsina//Lepidoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//1986390
1986391,Lepidoteuthidae environmental sample cf. Lepidoteuthis grimaldii,species,Teuthida//Oegopsina//Lepidoteuthidae//environmental samples//Lepidoteuthidae environmental sample cf. Lepidoteuthis grimaldii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//1986390//1986391
1986395,environmental samples,no rank,Teuthida//Oegopsina//Bathyteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61691//1986395
1986396,Bathyteuthidae environmental sample cf. Bathyteuthis abyssicola,species,Teuthida//Oegopsina//Bathyteuthidae//environmental samples//Bathyteuthidae environmental sample cf. Bathyteuthis abyssicola,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61691//1986395//1986396
1986398,environmental samples,no rank,Teuthida//Oegopsina//Octopoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398
1986400,Octopoteuthidae environmental sample cf. Octopoteuthis megaptera,species,Teuthida//Oegopsina//Octopoteuthidae//environmental samples//Octopoteuthidae environmental sample cf. Octopoteuthis megaptera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398//1986400
1986401,Ommastrephes environmental sample cf. Ommastrephes bartramii,species,Teuthida//Oegopsina//Ommastrephidae//Ommastrephes//environmental samples//Ommastrephes environmental sample cf. Ommastrephes bartramii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//1365859//1986401
1986404,environmental samples,no rank,Teuthida//Oegopsina//Onychoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//1986404
1986405,Onychoteuthidae environmental sample cf. Onykia sp.,species,Teuthida//Oegopsina//Onychoteuthidae//environmental samples//Onychoteuthidae environmental sample cf. Onykia sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//1986404//1986405
1986407,Stigmatoteuthis,genus,Teuthida//Oegopsina//Histioteuthidae//Stigmatoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1986407
1986408,Histioteuthidae environmental sample cf. Stigmatoteuthis hoylei,species,Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Stigmatoteuthis hoylei,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986408
1986409,Octopoteuthidae environmental sample cf. Taningia danae,species,Teuthida//Oegopsina//Octopoteuthidae//environmental samples//Octopoteuthidae environmental sample cf. Taningia danae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398//1986409
1986410,Cranchiidae environmental sample cf. Taonius pavo,species,Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample cf. Taonius pavo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986410
1986411,environmental samples,no rank,Teuthida//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//1986411
1986412,Teuthida environmental sample,species,Teuthida//environmental samples//Teuthida environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//1986411//1986412
2002786,Doryteuthis environmental sample,species,Teuthida//environmental samples//Doryteuthis environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//1986411//2002786
2002787,Dosidicus environmental sample,species,Teuthida//Oegopsina//Ommastrephidae//Dosidicus//environmental samples//Dosidicus environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609//2002787
2002799,Illex environmental sample,species,Teuthida//environmental samples//Illex environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//1986411//2002799
2002804,environmental samples,no rank,Teuthida//Myopsina//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804
2002805,Loligo environmental sample,species,Teuthida//Myopsina//environmental samples//Loligo environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804//2002805
2002830,Uroteuthis environmental sample,species,Teuthida//Myopsina//environmental samples//Uroteuthis environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804//2002830
2003610,Bathyteuthis bacidifera,species,Teuthida//Oegopsina//Bathyteuthidae//Bathyteuthis//Bathyteuthis bacidifera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61691//61692//2003610
2049272,Pterygioteuthis sp. HJ-2017,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. HJ-2017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2049272
2053933,Abralia redfieldi,species,Teuthida//Oegopsina//Enoploteuthidae//Abralia//Abralia redfieldi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//2053933
2053934,Abraliopsis atlantica,species,Teuthida//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis atlantica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//2053934
2053935,Ancistrocheirus lesueurii,species,Teuthida//Oegopsina//Ancistrocheiridae//Ancistrocheirus//Ancistrocheirus lesueurii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61683//61684//2053935
2053936,Stigmatoteuthis arcturi,species,Teuthida//Oegopsina//Histioteuthidae//Stigmatoteuthis//Stigmatoteuthis arcturi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1986407//2053936
2053937,Brachioteuthis sp. DP0049,species,Teuthida//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. DP0049,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//2053937
2053938,Helicocranchia sp. A HJ-2017,species,Teuthida//Oegopsina//Cranchiidae//Helicocranchia//Helicocranchia sp. A HJ-2017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//78432//2053938
2053939,Octopoteuthis sp. DP2064,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. DP2064,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2053939
2053940,Pterygioteuthis sp. DP0068X,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0068X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053940
2053941,Onychoteuthis cf. banksii HJ-2017,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii HJ-2017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2053941
2053942,Octopoteuthis sp. DP0495,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. DP0495,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2053942
2053943,Pterygioteuthis sp. DP0070X,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0070X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053943
2053944,Pterygioteuthis sp. DP0009X,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0009X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053944
2053945,Pterygioteuthis sp. DP0787,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0787,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053945
2053946,Pterygioteuthis sp. DP0067X,species,Teuthida//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0067X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053946
2053947,Bathothauma,genus,Teuthida//Oegopsina//Cranchiidae//Bathothauma,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//2053947
2053948,Bathothauma lyromma,species,Teuthida//Oegopsina//Cranchiidae//Bathothauma//Bathothauma lyromma,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//2053947//2053948
2053949,Echinoteuthis,genus,Teuthida//Oegopsina//Mastigoteuthidae//Echinoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2053949
2053951,Echinoteuthis atlantica,species,Teuthida//Oegopsina//Mastigoteuthidae//Echinoteuthis//Echinoteuthis atlantica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2053949//2053951
2053952,Liguriella,genus,Teuthida//Oegopsina//Cranchiidae//Liguriella,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//2053952
2053953,Liguriella podopthalma,species,Teuthida//Oegopsina//Cranchiidae//Liguriella//Liguriella podopthalma,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//2053952//2053953
2053954,Narrowteuthis,genus,Teuthida//Oegopsina//Neoteuthidae//Narrowteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//2053954
2053955,Narrowteuthis nesisi,species,Teuthida//Oegopsina//Neoteuthidae//Narrowteuthis//Narrowteuthis nesisi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//2053954//2053955
2060710,Mastigopsis,genus,Teuthida//Oegopsina//Mastigoteuthidae//Mastigopsis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2060710
2060711,Mastigopsis hjorti,species,Teuthida//Oegopsina//Mastigoteuthidae//Mastigopsis//Mastigopsis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2060710//2060711
2094581,Ommastrephes sp. E3,species,Teuthida//Oegopsina//Ommastrephidae//Ommastrephes//Ommastrephes sp. E3,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//2094581
